Type,Age Category,Capacity (MW),Country/area,Capacity %
Coal,0-9 years,581.9416,World,27.0256328092528
Coal,0-9 years,5.125,Bangladesh,97.61904761904762
Coal,0-9 years,0.3,Bosnia and Herzegovina,15.07537688442211
Coal,0-9 years,0.345,Brazil,11.511511511511511
Coal,0-9 years,0.22,Brunei,100.0
Coal,0-9 years,0.053,Bulgaria,1.1599912453490917
Coal,0-9 years,1.085,Cambodia,74.57044673539518
Coal,0-9 years,0.925,Chile,24.17668583376895
Coal,0-9 years,371.8618,China,31.36462887252524
Coal,0-9 years,0.443,Colombia,26.913730255164037
Coal,0-9 years,1.41,Czech Republic,20.724322417543654
Coal,0-9 years,0.752,Dominican Republic,70.67669172932331
Coal,0-9 years,1.1,Germany,3.797018305080066
Coal,0-9 years,0.66,Greece,39.879154078549846
Coal,0-9 years,0.3,Guatemala,68.3371298405467
Coal,0-9 years,69.462,India,28.355575041117664
Coal,0-9 years,32.425,Indonesia,56.18941334266792
Coal,0-9 years,11.3645,Japan,21.442452830188678
Coal,0-9 years,0.625,Kazakhstan,4.763356451489979
Coal,0-9 years,0.3,Kyrgyzstan,36.90036900369004
Coal,0-9 years,0.626,Laos,33.33333333333333
Coal,0-9 years,4.6,Malaysia,34.63855421686747
Coal,0-9 years,0.27,Mongolia,23.580786026200876
Coal,0-9 years,1.736,Morocco,42.42424242424242
Coal,0-9 years,0.03,Myanmar,20.0
Coal,0-9 years,1.1,Netherlands,31.428571428571434
Coal,0-9 years,0.03,Niger,100.0
Coal,0-9 years,0.195,Nigeria,56.60377358490566
Coal,0-9 years,0.8,North Korea,24.615384615384617
Coal,0-9 years,8.3295,Pakistan,100.0
Coal,0-9 years,6.3978,Philippines,50.60589761437701
Coal,0-9 years,4.466,Poland,16.084999099585808
Coal,0-9 years,1.661,Russia,4.466002188636834
Coal,0-9 years,0.125,Senegal,80.64516129032259
Coal,0-9 years,0.35,Serbia,7.314524555903866
Coal,0-9 years,7.974,South Africa,18.030892658075576
Coal,0-9 years,18.341,South Korea,43.41578885075157
Coal,0-9 years,4.049,Taiwan,22.248475190944557
Coal,0-9 years,0.3,Tajikistan,74.99999999999999
Coal,0-9 years,0.805,Thailand,13.115021179537308
Coal,0-9 years,5.57,Türkiye,27.2062989664537
Coal,0-9 years,0.15,Uzbekistan,6.01684717208183
Coal,0-9 years,14.26,Vietnam,52.553991302425
Coal,0-9 years,0.3,Zambia,90.90909090909092
Coal,0-9 years,0.72,Zimbabwe,43.113772455089816
Coal,10-19 years,839.8793999999999,World,39.00438165694901
Coal,10-19 years,1.33,Australia,5.877413937867339
Coal,10-19 years,0.125,Bangladesh,2.380952380952381
Coal,10-19 years,0.6,Botswana,81.9672131147541
Coal,10-19 years,1.795,Brazil,59.89322655989323
Coal,10-19 years,0.811,Bulgaria,17.75005471656818
Coal,10-19 years,0.37,Cambodia,25.42955326460481
Coal,10-19 years,0.11,Canada,3.570501168527655
Coal,10-19 years,2.263,Chile,59.147935180345016
Coal,10-19 years,606.1831999999999,China,51.128432919863606
Coal,10-19 years,0.164,Colombia,9.963547995139734
Coal,10-19 years,0.165,Czech Republic,2.4251866658827685
Coal,10-19 years,7.127,Germany,24.601226782096024
Coal,10-19 years,121.8945,India,49.759417261949224
Coal,10-19 years,16.8966,Indonesia,29.28018632184187
Coal,10-19 years,1.98,Italy,38.150289017341045
Coal,10-19 years,4.5878000000000005,Japan,8.656226415094341
Coal,10-19 years,1.044,Kazakhstan,7.95671061656886
Coal,10-19 years,1.252,Laos,66.66666666666666
Coal,10-19 years,0.12,Madagascar,100.0
Coal,10-19 years,4.77,Malaysia,35.91867469879518
Coal,10-19 years,0.09,Mauritius,46.15384615384615
Coal,10-19 years,0.678,Mexico,12.60691706954258
Coal,10-19 years,0.175,Mongolia,15.283842794759824
Coal,10-19 years,0.7,Morocco,17.106549364613883
Coal,10-19 years,2.4,Netherlands,68.57142857142857
Coal,10-19 years,0.37,New Caledonia,100.0
Coal,10-19 years,0.1495,Nigeria,43.39622641509433
Coal,10-19 years,2.3735999999999997,Philippines,18.77491615516041
Coal,10-19 years,2.094,Poland,7.541869259859535
Coal,10-19 years,3.6064000000000003,Russia,9.696682897712149
Coal,10-19 years,0.03,Senegal,19.35483870967742
Coal,10-19 years,0.208,Slovakia,75.91240875912408
Coal,10-19 years,0.6,Slovenia,56.12722170252572
Coal,10-19 years,0.7948,South Africa,1.797210118464819
Coal,10-19 years,8.947,South Korea,21.178837732276005
Coal,10-19 years,0.9,Sri Lanka,100.0
Coal,10-19 years,0.797,Taiwan,4.3793615033793065
Coal,10-19 years,0.1,Tajikistan,25.0
Coal,10-19 years,2.522,Thailand,41.08830237862496
Coal,10-19 years,6.497199999999999,Türkiye,31.73514643533985
Coal,10-19 years,20.6448,United States,10.87236785560808
Coal,10-19 years,11.584,Vietnam,42.69182575366698
Coal,10-19 years,0.03,Zambia,9.090909090909092
Coal,20-29 years,269.2088,World,12.502179218360702
Coal,20-29 years,4.133,Australia,18.264174289628354
Coal,20-29 years,0.363,Brazil,12.112112112112113
Coal,20-29 years,0.486,Chile,12.702561421850497
Coal,20-29 years,164.5488,China,13.878844354056753
Coal,20-29 years,0.165,Colombia,10.024301336573513
Coal,20-29 years,0.217,Croatia,100.0
Coal,20-29 years,0.6196,Czech Republic,9.106943382914928
Coal,20-29 years,0.411,Denmark,100.0
Coal,20-29 years,0.052,Dominican Republic,4.887218045112782
Coal,20-29 years,6.715,Germany,23.1790708351024
Coal,20-29 years,0.375,Greece,22.65861027190332
Coal,20-29 years,0.064,Guadeloupe,100.0
Coal,20-29 years,0.139,Guatemala,31.662870159453306
Coal,20-29 years,0.35,Hong Kong,8.51581508515815
Coal,20-29 years,17.9652,India,7.333701545142482
Coal,20-29 years,5.544,Indonesia,9.607219971372427
Coal,20-29 years,1.675,Israel,38.72832369942196
Coal,20-29 years,0.35,Italy,6.74373795761079
Coal,20-29 years,19.2653,Japan,36.349622641509434
Coal,20-29 years,0.03,Kazakhstan,0.22864110967151896
Coal,20-29 years,0.1,Kyrgyzstan,12.300123001230014
Coal,20-29 years,3.31,Malaysia,24.924698795180724
Coal,20-29 years,0.105,Mauritius,53.84615384615385
Coal,20-29 years,0.35,Mexico,6.507995537374487
Coal,20-29 years,0.696,Morocco,17.008797653958947
Coal,20-29 years,0.12,Myanmar,80.0
Coal,20-29 years,3.271,Philippines,25.873251914193503
Coal,20-29 years,1.787,Poland,6.43616063389159
Coal,20-29 years,1.5639,Russia,4.2049252394997865
Coal,20-29 years,4.143,South Africa,9.368195169602094
Coal,20-29 years,11.0,South Korea,26.03858444786365
Coal,20-29 years,0.26,Spain,12.291981845688351
Coal,20-29 years,9.794,Taiwan,53.81614374416176
Coal,20-29 years,0.806,Thailand,13.131313131313133
Coal,20-29 years,2.692,Türkiye,13.148897094738487
Coal,20-29 years,4.893,United States,2.5768472408301526
Coal,20-29 years,0.85,Vietnam,3.1326011645905503
Coal,30-39 years,160.9531,World,7.47473523135474
Coal,30-39 years,6.178,Australia,27.30125060762738
Coal,30-39 years,0.23,Bosnia and Herzegovina,11.557788944723619
Coal,30-39 years,0.132,Botswana,18.0327868852459
Coal,30-39 years,0.464,Bulgaria,10.155395053622238
Coal,30-39 years,1.113,Canada,36.12698000519345
Coal,30-39 years,0.152,Chile,3.9728175640355468
Coal,30-39 years,39.345,China,3.3185482428942836
Coal,30-39 years,0.211,Colombia,12.818955042527339
Coal,30-39 years,0.132,Dominican Republic,12.406015037593985
Coal,30-39 years,0.614,Finland,62.44914564686738
Coal,30-39 years,3.7874,Germany,13.073479207872946
Coal,30-39 years,0.31,Greece,18.73111782477341
Coal,30-39 years,3.41,Hong Kong,82.9683698296837
Coal,30-39 years,25.0795,India,10.237880340959236
Coal,30-39 years,2.041,Indonesia,3.536857135925527
Coal,30-39 years,1.15,Israel,26.589595375722542
Coal,30-39 years,2.86,Italy,55.10597302504817
Coal,30-39 years,11.4704,Japan,21.642264150943397
Coal,30-39 years,1.38,Kazakhstan,10.517491044889873
Coal,30-39 years,0.6,Malaysia,4.518072289156627
Coal,30-39 years,3.45,Mexico,64.15024172554853
Coal,30-39 years,0.16,Mongolia,13.973799126637553
Coal,30-39 years,0.96,Morocco,23.46041055718475
Coal,30-39 years,0.25,North Korea,7.6923076923076925
Coal,30-39 years,0.233,North Macedonia,28.276699029126217
Coal,30-39 years,0.3,Philippines,2.372967158134531
Coal,30-39 years,3.1226,Poland,11.246533405366467
Coal,30-39 years,0.46,Romania,20.353982300884958
Coal,30-39 years,5.9058,Russia,15.879178642776287
Coal,30-39 years,0.7,Serbia,14.629049111807731
Coal,30-39 years,13.632,South Africa,30.82482176008104
Coal,30-39 years,3.767,South Korea,8.917031601372942
Coal,30-39 years,3.009,Taiwan,16.533875487664154
Coal,30-39 years,1.855,Thailand,30.221570544151188
Coal,30-39 years,3.369,Türkiye,16.455659105562393
Coal,30-39 years,0.645,Ukraine,13.601855757064529
Coal,30-39 years,16.3054,United States,8.587068260909865
Coal,30-39 years,1.5,Uzbekistan,60.168471720818296
Coal,30-39 years,0.11,Vietnam,0.40539544482936535
Coal,30-39 years,0.56,Zimbabwe,33.532934131736525
Coal,40-49 years,173.3644,World,8.051121653094444
Coal,40-49 years,0.375,Argentina,71.42857142857143
Coal,40-49 years,10.268,Australia,45.37540324362544
Coal,40-49 years,0.94,Bosnia and Herzegovina,47.23618090452261
Coal,40-49 years,0.262,Brazil,8.742075408742075
Coal,40-49 years,1.47,Bulgaria,32.17334208798424
Coal,40-49 years,1.5557999999999998,Canada,50.49987016359386
Coal,40-49 years,3.545,China,0.29900250402999706
Coal,40-49 years,0.514,Colombia,31.227217496962332
Coal,40-49 years,1.355,Czech Republic,19.9159268622494
Coal,40-49 years,0.128,Dominican Republic,12.030075187969924
Coal,40-49 years,0.3692,Finland,37.55085435313263
Coal,40-49 years,1.907,France,100.0
Coal,40-49 years,5.588,Germany,19.28885298980673
Coal,40-49 years,0.31,Greece,18.73111782477341
Coal,40-49 years,0.35,Hong Kong,8.51581508515815
Coal,40-49 years,10.2315,India,4.176673087921387
Coal,40-49 years,0.8,Indonesia,1.3863232281922695
Coal,40-49 years,1.5,Israel,34.68208092485549
Coal,40-49 years,3.945,Japan,7.443396226415095
Coal,40-49 years,5.47,Kazakhstan,41.68889566344029
Coal,40-49 years,0.68,Kosovo,52.71317829457365
Coal,40-49 years,0.086,Kyrgyzstan,10.57810578105781
Coal,40-49 years,0.9,Mexico,16.734845667534398
Coal,40-49 years,0.54,Mongolia,47.16157205240175
Coal,40-49 years,0.03,Namibia,25.0
Coal,40-49 years,0.75,New Zealand,100.0
Coal,40-49 years,0.9,North Korea,27.692307692307693
Coal,40-49 years,0.591,North Macedonia,71.72330097087378
Coal,40-49 years,0.3,Philippines,2.372967158134531
Coal,40-49 years,9.273,Poland,33.39816315505132
Coal,40-49 years,1.65,Romania,73.00884955752213
Coal,40-49 years,9.437899999999999,Russia,25.376087932652357
Coal,40-49 years,2.966,Serbia,61.985370950888196
Coal,40-49 years,0.395,Slovenia,36.95042095416277
Coal,40-49 years,11.7083,South Africa,26.47493108960951
Coal,40-49 years,0.06,South Korea,0.14202864244289262
Coal,40-49 years,1.4952,Spain,70.68835098335855
Coal,40-49 years,0.55,Taiwan,3.0221440738502117
Coal,40-49 years,0.15,Thailand,2.4437927663734116
Coal,40-49 years,2.045,Türkiye,9.988668112459214
Coal,40-49 years,0.645,Ukraine,13.601855757064529
Coal,40-49 years,76.0385,United States,40.04488022110434
Coal,40-49 years,0.6,Uzbekistan,24.06738868832732
Coal,40-49 years,0.33,Vietnam,1.216186334488096
Coal,40-49 years,0.36,Zimbabwe,21.556886227544908
Coal,50+ years,127.9477,World,5.941949430988323
Coal,50+ years,0.15,Argentina,28.57142857142857
Coal,50+ years,0.72,Australia,3.1817579212514913
Coal,50+ years,0.52,Bosnia and Herzegovina,26.13065326633166
Coal,50+ years,0.232,Brazil,7.741074407741075
Coal,50+ years,1.771,Bulgaria,38.761216896476256
Coal,50+ years,0.302,Canada,9.802648662685016
Coal,50+ years,0.125,China,0.010543106630112733
Coal,50+ years,0.149,Colombia,9.05224787363305
Coal,50+ years,3.254,Czech Republic,47.82762067140926
Coal,50+ years,4.652699999999999,Germany,16.060351880041836
Coal,50+ years,0.884,Hungary,100.0
Coal,50+ years,0.335,India,0.13675272290999996
Coal,50+ years,2.367,Japan,4.466037735849056
Coal,50+ years,4.572,Kazakhstan,34.84490511393949
Coal,50+ years,0.61,Kosovo,47.28682170542635
Coal,50+ years,0.327,Kyrgyzstan,40.22140221402214
Coal,50+ years,0.09,Namibia,75.0
Coal,50+ years,1.3,North Korea,40.0
Coal,50+ years,7.022399999999999,Poland,25.292274446245273
Coal,50+ years,0.15,Romania,6.637168141592921
Coal,50+ years,15.017100000000001,Russia,40.37712309872258
Coal,50+ years,0.769,Serbia,16.07105538140021
Coal,50+ years,0.066,Slovakia,24.08759124087591
Coal,50+ years,0.074,Slovenia,6.922357343311505
Coal,50+ years,5.972,South Africa,13.50394920416696
Coal,50+ years,0.13,South Korea,0.30772872529293405
Coal,50+ years,0.36,Spain,17.0196671709531
Coal,50+ years,0.3,Türkiye,1.4653302854463395
Coal,50+ years,3.452,Ukraine,72.79628848587095
Coal,50+ years,72.0015,United States,37.91883642154756
Coal,50+ years,0.243,Uzbekistan,9.747292418772563
Coal,50+ years,0.03,Zimbabwe,1.7964071856287425
Oil and gas,0-9 years,567.3488100000001,World,26.526922133190567
Oil and gas,0-9 years,9.6706,Algeria,40.798022241347304
Oil and gas,0-9 years,0.804,Angola,100.0
Oil and gas,0-9 years,7.5722,Argentina,33.12104696835825
Oil and gas,0-9 years,0.254,Armenia,22.5377107364685
Oil and gas,0-9 years,0.102,Aruba,100.0
Oil and gas,0-9 years,1.2262,Australia,7.504789184094399
Oil and gas,0-9 years,0.246,Austria,5.205247566652561
Oil and gas,0-9 years,0.7843,Azerbaijan,13.381903803170161
Oil and gas,0-9 years,0.1943,Bahamas,78.88753552578157
Oil and gas,0-9 years,3.9728999999999997,Bahrain,42.802658938363905
Oil and gas,0-9 years,12.7479,Bangladesh,63.02261772339638
Oil and gas,0-9 years,1.1812,Belarus,12.89069320761306
Oil and gas,0-9 years,0.0238,Belgium,0.46915040410013803
Oil and gas,0-9 years,0.1274,Benin,100.0
Oil and gas,0-9 years,0.056,Bermuda,49.122807017543856
Oil and gas,0-9 years,1.5564,Bolivia,75.80362361192286
Oil and gas,0-9 years,9.4365,Brazil,41.295785742418275
Oil and gas,0-9 years,0.21,Bulgaria,27.595269382391592
Oil and gas,0-9 years,0.0549,Burkina Faso,100.0
Oil and gas,0-9 years,0.8005,Cambodia,100.0
Oil and gas,0-9 years,8.4382,Canada,29.941275614299656
Oil and gas,0-9 years,0.05,Central African Republic,100.0
Oil and gas,0-9 years,1.1458,Chile,16.8341560883874
Oil and gas,0-9 years,99.07294,China,60.759906201803496
Oil and gas,0-9 years,1.018,Colombia,23.6359414905967
Oil and gas,0-9 years,0.385,Croatia,27.097409909909913
Oil and gas,0-9 years,0.324,Cuba,15.29745042492918
Oil and gas,0-9 years,0.023,Czech Republic,1.3379872018615473
Oil and gas,0-9 years,0.508,Côte d'Ivoire,39.7185301016419
Oil and gas,0-9 years,0.362,Denmark,31.445448227936073
Oil and gas,0-9 years,1.6965999999999999,Dominican Republic,56.68370585680399
Oil and gas,0-9 years,0.32302,Ecuador,21.85343544502476
Oil and gas,0-9 years,24.4217,Egypt,46.89761783598498
Oil and gas,0-9 years,0.378,El Salvador,40.667025282409895
Oil and gas,0-9 years,0.156,Finland,6.750324534833406
Oil and gas,0-9 years,1.1055,France,9.656961660420869
Oil and gas,0-9 years,0.255,Georgia,21.82845403184386
Oil and gas,0-9 years,7.62005,Germany,22.548722824454607
Oil and gas,0-9 years,2.347,Ghana,64.67346376412235
Oil and gas,0-9 years,0.887,Greece,12.098314146980194
Oil and gas,0-9 years,0.05,Guinea,100.0
Oil and gas,0-9 years,0.072,Guyana,100.0
Oil and gas,0-9 years,0.381,Honduras,34.330510001802125
Oil and gas,0-9 years,2.29,Hong Kong,37.56869821999837
Oil and gas,0-9 years,0.114,Hungary,3.851351351351351
Oil and gas,0-9 years,1.9482000000000002,India,7.1197813121272375
Oil and gas,0-9 years,8.649,Indonesia,36.236802413273
Oil and gas,0-9 years,23.348599999999998,Iran,31.650921591831803
Oil and gas,0-9 years,21.1928,Iraq,53.849789355463294
Oil and gas,0-9 years,0.7143999999999999,Ireland,14.584354074799933
Oil and gas,0-9 years,3.155,Israel,23.04938632378726
Oil and gas,0-9 years,3.7178,Italy,7.642324888226527
Oil and gas,0-9 years,0.344,Jamaica,48.192771084337345
Oil and gas,0-9 years,15.4154,Japan,16.07274304505673
Oil and gas,0-9 years,1.167,Jordan,25.802600159193418
Oil and gas,0-9 years,1.527,Kazakhstan,31.569154434566883
Oil and gas,0-9 years,3.817,Kuwait,19.564827391783492
Oil and gas,0-9 years,0.27,Lebanon,10.86082059533387
Oil and gas,0-9 years,3.444,Libya,24.31001623491212
Oil and gas,0-9 years,0.171,Madagascar,100.0
Oil and gas,0-9 years,9.161200000000001,Malaysia,50.633946830265856
Oil and gas,0-9 years,0.05,Maldives,100.0
Oil and gas,0-9 years,0.19,Mali,100.0
Oil and gas,0-9 years,0.3578,Malta,65.31580868930267
Oil and gas,0-9 years,16.1834,Mexico,31.191924954657864
Oil and gas,0-9 years,0.246,Mozambique,37.408759124087595
Oil and gas,0-9 years,0.9912000000000001,Myanmar,48.571568579409025
Oil and gas,0-9 years,0.19,Netherlands,1.3532763532763532
Oil and gas,0-9 years,0.198,New Caledonia,78.26086956521739
Oil and gas,0-9 years,0.1,New Zealand,7.027406886858749
Oil and gas,0-9 years,0.1477,Nicaragua,32.96875
Oil and gas,0-9 years,0.189,Niger,100.0
Oil and gas,0-9 years,1.85,Nigeria,17.08533431843369
Oil and gas,0-9 years,4.9567,Oman,36.533089617252735
Oil and gas,0-9 years,5.993,Pakistan,29.387967262795012
Oil and gas,0-9 years,0.14,Palestine,100.0
Oil and gas,0-9 years,1.051,Panama,81.40975987606507
Oil and gas,0-9 years,0.058,Papua New Guinea,100.0
Oil and gas,0-9 years,2.3403,Peru,32.858306188925084
Oil and gas,0-9 years,1.4457,Philippines,21.726454366480812
Oil and gas,0-9 years,3.769,Poland,76.118347975361
Oil and gas,0-9 years,0.15,Puerto Rico,8.610792192881744
Oil and gas,0-9 years,2.52,Qatar,20.035778175313055
Oil and gas,0-9 years,0.22,Republic of the Congo,41.19850187265917
Oil and gas,0-9 years,0.1465,Romania,4.651088958029081
Oil and gas,0-9 years,13.3687,Russia,12.304530385113107
Oil and gas,0-9 years,30.301599999999997,Saudi Arabia,31.391025541414802
Oil and gas,0-9 years,0.646,Senegal,90.5395935529082
Oil and gas,0-9 years,0.189,Serbia,31.818181818181817
Oil and gas,0-9 years,0.162,Sierra Leone,100.0
Oil and gas,0-9 years,0.184,Singapore,1.3768332834480694
Oil and gas,0-9 years,0.06509999999999999,Slovakia,6.050185873605948
Oil and gas,0-9 years,0.223,Slovenia,41.6822429906542
Oil and gas,0-9 years,0.67,South Africa,18.082206568968775
Oil and gas,0-9 years,14.9122,South Korea,29.675547453970886
Oil and gas,0-9 years,0.023,Spain,0.07534807534807535
Oil and gas,0-9 years,0.683,Sri Lanka,58.10787816913391
Oil and gas,0-9 years,1.024,Sudan,73.62139621827593
Oil and gas,0-9 years,0.366,Syria,5.024366806232412
Oil and gas,0-9 years,8.069,Taiwan,35.54312395383667
Oil and gas,0-9 years,0.24,Tanzania,70.58823529411765
Oil and gas,0-9 years,17.344099999999997,Thailand,45.11675818816056
Oil and gas,0-9 years,0.065,Togo,39.39393939393939
Oil and gas,0-9 years,0.234,Trinidad and Tobago,11.378002528445007
Oil and gas,0-9 years,1.324,Tunisia,24.28912126215374
Oil and gas,0-9 years,2.4,Turkmenistan,33.86482291519684
Oil and gas,0-9 years,5.319,Türkiye,20.790906567956437
Oil and gas,0-9 years,1.3240999999999998,Ukraine,44.44630928804001
Oil and gas,0-9 years,8.593,United Arab Emirates,20.658683354529735
Oil and gas,0-9 years,3.9120999999999997,United Kingdom,10.84047561648087
Oil and gas,0-9 years,100.5937,United States,17.942638821134043
Oil and gas,0-9 years,0.54,Uruguay,47.70318021201413
Oil and gas,0-9 years,6.137,Uzbekistan,42.642337998026655
Oil and gas,0-9 years,0.2746,Venezuela,9.519517437426334
Oil and gas,0-9 years,1.624,Vietnam,16.62231320368475
Oil and gas,0-9 years,0.072,Western Sahara,100.0
Oil and gas,0-9 years,0.39,Yemen,26.3709513827845
Oil and gas,0-9 years,0.105,Zambia,100.0
Oil and gas,10-19 years,621.51066,World,29.05930988516196
Oil and gas,10-19 years,0.105,Afghanistan,100.0
Oil and gas,10-19 years,8.691,Algeria,36.665316660760396
Oil and gas,10-19 years,4.438,Argentina,19.411955104933032
Oil and gas,10-19 years,0.673,Armenia,59.716060337178355
Oil and gas,10-19 years,8.960600000000001,Australia,54.84212523486893
Oil and gas,10-19 years,2.597,Austria,54.951333051206106
Oil and gas,10-19 years,2.1696,Azerbaijan,37.018205395075846
Oil and gas,10-19 years,0.052,Bahamas,21.11246447421843
Oil and gas,10-19 years,2.168,Bahrain,23.35728676240856
Oil and gas,10-19 years,5.3186,Bangladesh,26.29390681003585
Oil and gas,10-19 years,2.036,Belarus,22.219312030731622
Oil and gas,10-19 years,2.224,Belgium,43.839936920954074
Oil and gas,10-19 years,0.3098,Bolivia,15.088642119618159
Oil and gas,10-19 years,0.07,Botswana,100.0
Oil and gas,10-19 years,7.934699999999999,Brazil,34.72364447945385
Oil and gas,10-19 years,0.212,Brunei,100.0
Oil and gas,10-19 years,0.093,Bulgaria,12.220762155059132
Oil and gas,10-19 years,0.364,Cameroon,100.0
Oil and gas,10-19 years,7.303,Canada,25.91324403441852
Oil and gas,10-19 years,2.004,Chile,29.442877291960507
Oil and gas,10-19 years,52.14,China,31.97665789833263
Oil and gas,10-19 years,0.45,Colombia,10.44810773159972
Oil and gas,10-19 years,0.2024,Costa Rica,100.0
Oil and gas,10-19 years,0.1,Croatia,7.03828828828829
Oil and gas,10-19 years,0.731,Cuba,34.51369216241738
Oil and gas,10-19 years,0.76,Cyprus,41.014570966001074
Oil and gas,10-19 years,1.028,Czech Republic,59.802210587550896
Oil and gas,10-19 years,0.66,Côte d'Ivoire,51.60281469898358
Oil and gas,10-19 years,0.025,Denmark,2.1716469770674087
Oil and gas,10-19 years,0.22269999999999998,Dominican Republic,7.4404463599612445
Oil and gas,10-19 years,0.392,Ecuador,26.520174275430957
Oil and gas,10-19 years,16.47,Egypt,31.627764068786064
Oil and gas,10-19 years,0.1756,El Salvador,18.891877353415815
Oil and gas,10-19 years,0.2511,Estonia,54.81335952848724
Oil and gas,10-19 years,0.554,Finland,23.972306360882737
Oil and gas,10-19 years,6.551,France,57.22546887147636
Oil and gas,10-19 years,0.225,Gabon,100.0
Oil and gas,10-19 years,0.3412,Georgia,29.207327512412256
Oil and gas,10-19 years,8.72096,Germany,25.806459249369183
Oil and gas,10-19 years,0.952,Ghana,26.233122072196196
Oil and gas,10-19 years,4.3756,Greece,59.681379235091924
Oil and gas,10-19 years,0.2112,Guadeloupe,100.0
Oil and gas,10-19 years,0.3,Hong Kong,4.921663522270528
Oil and gas,10-19 years,1.277,Hungary,43.14189189189188
